,관할보건소,동,설치기관이름,설치기관주소,기관연락처,설치 위치,경도,위도
2407,동구,서석동,광주광역시동구보건소,광주광역시 동구 서남로 1 (서석동),062-608-3303,보건소 진료실,126.92309316107,35.1461417002004
2408,북구,중흥동,효동초등학교,"광주광역시 북구 서양로 99', ' 광주효동초등학교 (중흥동)",062-520-2839,강당,126.911855018015,35.1690608499758
2409,동구,서석동,서남동주민센터,"광주광역시 동구 서남로 14', ' 서남동주민센터 (서석동)",062-608-3744,서남동주민센터,126.923162976621,35.1449509557856
2410,남구,지석동,대촌중학교,"광주광역시 남구 고싸움로164번길 28', ' 대촌중학교 (지석동)",062-712-3180,1층 중앙 현관,126.832935338777,35.0849816602974
2412,북구,오치동,광주서산초등학교,광주광역시 북구 우치로 263 서산초 (오치동),062-260-8880,본관1층 중앙현관,126.904365729571,35.1891619959727
2413,북구,신용동,신용초등학교,광주광역시 북구 첨단연신로 232-10 신용초 (신용동),062-717-3570,본관1층,126.857212433182,35.2106312330176
2414,서구,치평동,전남고등학교,광주광역시 서구 상무공원로 32 전남고등학교 (치평동),062-370-8500,체육관,126.843732699207,35.1474756132162
2415,서구,쌍촌동,동명중학교,광주광역시 서구 운천로 306 동명중학교 (쌍촌동),062-603-8161,보건실 앞,126.856600516467,35.1598017535807
2416,서구,쌍촌동,쌍촌건강생활지원센터,"광주광역시 서구 쌍학로 47 쌍촌건강생활지원센터 (쌍촌동', ' 영구임대아파트)",062-350-4742,쌍촌건강생활지원센터,126.868831347988,35.1473817149178
2417,서구,덕흥동,광주세광학교,광주광역시 서구 유덕로 177 광주세광학교 (덕흥동),062-606-0441,체육관,126.836029977144,35.1684483440624
2418,서구,화정동,광주화정중학교,광주광역시 서구 화운로 53 광주화정중학교 (화정동),062-380-3700,본관,126.882369093153,35.1441252947262
2419,서구,농성동,농성파출소,광주광역시 서구 화정로 316 농성파출소 (농성동),062-570-4303,농성파출소,126.89032886989,35.1504439093423
2420,서구,화정동,화정지구대,광주광역시 서구 화운로 160 화정지구대 (화정동),062-570-4304,화정지구대,126.876943474648,35.1532021062634
2421,서구,화정동,염주파출소,광주광역시 서구 염화로134번길 18 염주파출소 (화정동),062-570-4306,염주파출소,126.879253690966,35.1415989590487
2422,서구,풍암동,풍암파출소,광주광역시 서구 풍암1로 33 풍암파출소 (풍암동),062-570-4307,풍암파출소,126.878889835802,35.1243959031987
2423,서구,치평동,서부경찰서,광주광역시 서구 상무공원로 71 서부경찰서 (치평동),062-570-4371,형사과,126.842086932829,35.1507655171155
2424,서구,치평동,상무지구대,광주광역시 서구 상무연하로 106 상무지구대 (치평동),062-570-4302,상무지구대,126.850549066782,35.1577628673511
2425,서구,치평동,운천초등학교,광주광역시 서구 치평로 59 운천초등학교 (치평동),062-600-2790,체육관 2층,126.846748878355,35.1527032974148
2426,서구,풍암동,풍암고등학교,광주광역시 서구 풍암신흥로39번길 20 풍암고등학교 (풍암동),062-650-0501,본관 1층,126.867401541994,35.1229509810012
2427,서구,풍암동,운리초등학교,"광주광역시 서구 풍암운리로23번길 5', ' 운리초등학교 (풍암동)",062-650-3847,2층 체육관 앞,126.865658950201,35.1236849359407
2428,서구,풍암동,운리초등학교,"광주광역시 서구 풍암운리로23번길 5', ' 운리초등학교 (풍암동)",062-650-3847,본관,126.865658950201,35.1236849359407
2429,서구,쌍촌동,효광중학교,광주광역시 서구 쌍촌로15번길 8 효광중학교 (쌍촌동),062-380-7394,보건실,126.863431567901,35.1471256218184
2430,서구,쌍촌동,효광중학교,광주광역시 서구 쌍촌로15번길 8 효광중학교 (쌍촌동),062-380-7394,체육관,126.863431567901,35.1471256218184
2431,서구,금호동,만호초등학교,광주광역시 서구 금화로 53 만호초등학교 (금호동),062-370-0272,본관 1층 현관,126.854238968615,35.1327927269047
2432,서구,화정동,성진초등학교,광주광역시 서구 학생독립로 16 성진초등학교 (화정동),062-602-5571,2층 체육관 앞,126.866259796084,35.1437646267904
2433,서구,화정동,성진초등학교,광주광역시 서구 학생독립로 16 성진초등학교 (화정동),062-602-5571,본관 중앙현관,126.866259796084,35.1437646267904
2434,서구,매월동,광주대동고등학교,광주광역시 서구 전평길 50 광주대동고등학교 (매월동),062-600-3607,우측현관,126.849728098468,35.1193724930943
2435,서구,금호동,금호지구대,광주광역시 서구 운천로 30 금호지구대 (금호동),062-570-4301,금호지구대,126.859395978915,35.1353284034598
2436,서구,동천동,동천파출소,광주광역시 서구 유림로98번길 6 동천파출소 (동천동),062-570-4305,동천파출소,126.864417818532,35.1709275625627
2437,서구,치평동,운천초등학교,광주광역시 서구 치평로 59 운천초등학교 (치평동),062-600-2790,본관 중앙현관,126.846748878355,35.1527032974148
2438,서구,풍암동,풍암고등학교,광주광역시 서구 풍암신흥로39번길 20 풍암고등학교 (풍암동),062-650-0501,체육실,126.867401541994,35.1229509810012
2439,서구,풍암동,운리중학교,광주광역시 서구 풍암신흥로11번길 28 운리중학교 (풍암동),062-712-3351,강당,126.862622551943,35.1217231382851
2440,서구,풍암동,운리중학교,광주광역시 서구 풍암신흥로11번길 28 운리중학교 (풍암동),062-712-3351,강당,126.862622551943,35.1217231382851
2441,서구,쌍촌동,상무중학교,광주광역시 서구 운천로 142 상무중학교 (쌍촌동),062-380-6330,본관 중앙 현관,126.857981545166,35.1449205773258
2442,서구,쌍촌동,상무중학교,광주광역시 서구 운천로 142 상무중학교 (쌍촌동),062-380-6330,체육관 앞,126.857981545166,35.1449205773258
2443,서구,치평동,전남중학교,광주광역시 서구 상무공원로 70 전남중학교 (치평동),062-720-5106,본관 1층 중앙현관,126.843714225182,35.1510539889934
2444,서구,쌍촌동,동명중학교,광주광역시 서구 운천로 306 동명중학교 (쌍촌동),062-603-8161,체육관 앞,126.856600516467,35.1598017535807
2445,서구,풍암동,신암초등학교,광주광역시 서구 풍암2로 56,062-650-0606,본관 교무실 앞,126.880927376266,35.1229519532132
2446,서구,매월동,광주대동고등학교,광주광역시 서구 전평길 50 광주대동고등학교 (매월동),062-600-3607,보건실,126.849728098468,35.1193724930943
2447,서구,동천동,빛고을초등학교,광주광역시 서구 동천로 7 빛고을초등학교 (동천동),062-510-2771,체육관,126.859247762928,35.1693467242647
2448,서구,동천동,빛고을초등학교,광주광역시 서구 동천로 7 빛고을초등학교 (동천동),062-510-2771,본관,126.859247762928,35.1693467242647
2449,서구,쌍촌동,유촌초등학교,광주광역시 서구 내방로 153 유촌초등학교 (쌍촌동),062-370-8700,본관,126.857956286609,35.1591400407688
2450,서구,쌍촌동,유촌초등학교,광주광역시 서구 내방로 153 유촌초등학교 (쌍촌동),062-370-8700,본관,126.857956286609,35.1591400407688
2451,서구,동천동,광림초등학교,광주광역시 서구 하남대로710번길 19 광림초등학교 (동천동),062-510-3703,체육관,126.87089625466,35.1694507356427
2452,서구,동천동,광림초등학교,광주광역시 서구 하남대로710번길 19 광림초등학교 (동천동),062-510-3703,본관,126.87089625466,35.1694507356427
2453,서구,치평동,전남고등학교,광주광역시 서구 상무공원로 32 전남고등학교 (치평동),062-370-8500,본관,126.843732699207,35.1474756132162
2454,서구,동천동,대자중학교,광주광역시 서구 하남대로680번길 27 대자중학교 (동천동),062-510-3891,체육관,126.867521746386,35.1690889829872
2455,서구,덕흥동,광주세광학교,광주광역시 서구 유덕로 177 광주세광학교 (덕흥동),062-606-0441,본관,126.836029977144,35.1684483440624
2456,서구,쌍촌동,상일중학교,광주광역시 서구 내방로 229 상일중학교 (쌍촌동),062-380-0265,체육관,126.865469775746,35.1589883550448
2457,서구,화정동,광주서초등학교,광주광역시 서구 화운로194번길 6 광주서초등학교 (화정동),062-360-4119,본관,126.877020856818,35.1560400258278
2458,서구,광천동,효광초등학교,광주광역시 서구 광천2길 33 효광초등학교 (광천동),062-606-8105,본관,126.879424652094,35.16681809559
2459,서구,유촌동,광주극락초등학교,광주광역시 서구 상무버들로54번길 5 광주극락초등학교 (유촌동),062-370-2610,체육관,126.858182328066,35.1656220635935
2460,서구,금호동,금부초등학교,광주광역시 서구 금화로115번길 22 금부초등학교 (금호동),062-410-1701,금부초등학교,126.86136303657,35.1353081355805
2461,서구,금호동,금부초등학교,광주광역시 서구 금화로115번길 22 금부초등학교 (금호동),062-410-1701,금부초등학교,126.86136303657,35.1353081355805
2462,서구,동천동,대자중학교,광주광역시 서구 하남대로680번길 27 대자중학교 (동천동),062-510-3891,본관,126.867521746386,35.1690889829872
2463,서구,쌍촌동,광주상일여자고등학교,광주광역시 서구 내방로 217 광주상일여자고등학교 (쌍촌동),062-370-2545,체육관,126.864459594306,35.1587830713357
2464,서구,쌍촌동,광주상일여자고등학교,광주광역시 서구 내방로 217 광주상일여자고등학교 (쌍촌동),062-370-2545,본관,126.864459594306,35.1587830713357
2465,서구,쌍촌동,상일중학교,광주광역시 서구 내방로 229 상일중학교 (쌍촌동),062-380-0265,본관,126.865469775746,35.1589883550448
2466,서구,화정동,광주서초등학교,광주광역시 서구 화운로194번길 6 광주서초등학교 (화정동),062-360-4119,체육관,126.877020856818,35.1560400258278
2467,서구,치평동,치평초등학교,광주광역시 서구 상무평화로 43 치평초등학교 (치평동),062-370-5809,체육관,126.843603576437,35.1491172743127
2468,서구,치평동,치평초등학교,광주광역시 서구 상무평화로 43 치평초등학교 (치평동),062-370-5809,본관,126.843603576437,35.1491172743127
2469,서구,광천동,효광초등학교,광주광역시 서구 광천2길 33 효광초등학교 (광천동),062-606-8105,체육관,126.879424652094,35.16681809559
2470,서구,유촌동,광주극락초등학교,광주광역시 서구 상무버들로54번길 5 광주극락초등학교 (유촌동),062-370-2610,본관,126.858182328066,35.1656220635935
2471,서구,화정동,광주화정초등학교,광주광역시 서구 월드컵4강로146번길 10 광주화정초등학교 (화정동),062-380-2702,체육관 입구,126.871399380716,35.1490552296265
2472,서구,화정동,광주화정초등학교,광주광역시 서구 월드컵4강로146번길 10 광주화정초등학교 (화정동),062-380-2702,본관 중앙현관,126.871399380716,35.1490552296265
2473,서구,화정동,염주초등학교,광주광역시 서구 염화로134번길 28 염주초등학교 (화정동),062-380-1120,본관 중앙현관,126.878788542703,35.1410755246002
2474,서구,풍암동,풍암초등학교,광주광역시 서구 풍암중앙로 8 풍암초등학교 (풍암동),062-670-7373,강당 출입구,126.875676171561,35.1237827864561
2475,서구,금호동,금호중학교,광주광역시 서구 금화로115번길 72 금호중학교(금호동),3700755,본관 중앙현관,126.861222794193,35.1395844875677
2476,서구,화정동,염주초등학교,광주광역시 서구 염화로134번길 28 염주초등학교 (화정동),062-380-1120,2층 체육관 앞,126.878788542703,35.1410755246002
2477,서구,풍암동,풍암초등학교,광주광역시 서구 풍암중앙로 8 풍암초등학교 (풍암동),062-670-7373,본관 교무실 앞,126.875676171561,35.1237827864561
2478,서구,금호동,광주중학교,광주광역시 서구 화개중앙로 60 광주중학교 (금호동),062-650-0700,광주중학교,126.856113929753,35.1257132267198
2479,서구,금호동,광주중학교,광주광역시 서구 화개중앙로 60 광주중학교 (금호동),062-650-0700,광주중학교,126.856113929753,35.1257132267198
2480,서구,쌍촌동,금호초등학교,광주광역시 서구 금부로95번길 26-11 금호초등학교 (쌍촌동),062-370-7171,본관 1층,126.859227988093,35.1427241527642
2481,서구,쌍촌동,금호초등학교,광주광역시 서구 금부로95번길 26-11 금호초등학교 (쌍촌동),062-370-7171,2층 체육관 앞,126.859227988093,35.1427241527642
2482,서구,화정동,광주화정중학교,광주광역시 서구 화운로 53 광주화정중학교 (화정동),062-380-3700,체육관,126.882369093153,35.1441252947262
2483,서구,금호동,광주상무초등학교,광주광역시 서구 금호운천길 67 광주상무초등학교 (금호동),062-370-2804,체육관 입구,126.85471744264,35.1408320994081
2484,서구,금호동,광주상무초등학교,광주광역시 서구 금호운천길 67 광주상무초등학교 (금호동),062-370-2804,본관 1층,126.85471744264,35.1408320994081
2485,서구,화정동,광덕중학교,광주광역시 서구 화정로 202 광덕중학교 (화정동),062-380-6618,본관 1층,126.878496666282,35.1446868977126
2486,서구,양동,광주양동초,광주광역시 서구 경열로121번길 5 광주양동초 (양동),062-606-5783,현관,126.898910782195,35.154428715435
2487,서구,화정동,광주서석고,광주광역시 서구 화정로253번길 27 광주서석고 (화정동),062-360-4000,광주서석고,126.881314991256,35.1492506672679
2488,서구,화정동,광주서석고,광주광역시 서구 화정로253번길 27 광주서석고 (화정동),062-360-4000,광주서석고,126.881314991256,35.1492506672679
2489,서구,풍암동,어린이생태학습도서관,광주광역시 서구 풍암공원로 8 어린이생태학습도서관 (풍암동),062-350-4583,1층 로비,126.88185834087,35.1297987237668
2490,서구,금호동,화개초등학교,광주광역시 서구 화개중앙로 48 화개초등학교 (금호동),062-670-5107,2층 강당,126.856988796959,35.1251937245226
2491,서구,금호동,화개초등학교,광주광역시 서구 화개중앙로 48 화개초등학교 (금호동),062-670-5107,본관,126.856988796959,35.1251937245226
2492,서구,화정동,광덕고등학교,광주광역시 서구 화정로 202 광덕고등학교 (화정동),062-380-6720,체육관,126.878496666282,35.1446868977126
2493,서구,화정동,광덕고등학교,광주광역시 서구 화정로 202 광덕고등학교 (화정동),062-380-6720,보건실,126.878496666282,35.1446868977126
2494,서구,화정동,광덕고등학교,광주광역시 서구 화정로 202 광덕고등학교 (화정동),062-380-6720,본관,126.878496666282,35.1446868977126
2495,서구,화정동,광덕중학교,광주광역시 서구 화정로 202 광덕중학교 (화정동),062-380-6618,체육관,126.878496666282,35.1446868977126
2496,서구,쌍촌동,서광초등학교,광주광역시 서구 상무오월로38번길 36 서광초등학교 (쌍촌동),062-370-1102,체육관,126.864520934493,35.1548189619075
2497,서구,금호동,마재초등학교,광주광역시 서구 마재로 27 마재초등학교 (금호동),062-670-5281,강당,126.862985170647,35.1309353964345
2498,서구,치평동,계수초등학교,광주광역시 서구 상무시민로 51 계수초등학교 (치평동),062-380-2100,본관,126.844519439116,35.1562387431652
2499,서구,쌍촌동,서광초등학교,광주광역시 서구 상무오월로38번길 36 서광초등학교 (쌍촌동),062-370-1102,본관 교무실 앞,126.864520934493,35.1548189619075
2500,서구,양동,광주양동초,광주광역시 서구 경열로121번길 5 광주양동초 (양동),062-606-5783,강당,126.898910782195,35.154428715435
2501,서구,금호동,마재초등학교,광주광역시 서구 마재로 27 마재초등학교 (금호동),062-670-5281,현관,126.862985170647,35.1309353964345
2502,북구,각화동,각화골드클래스아파트,"광주광역시 북구 각화대로69번길 16 (각화동', ' 각화동 골드클래스)",062-269-9511,후문경비실,126.938854014811,35.1805018291782
2503,북구,풍향동,교대금호어울림,"광주광역시 북구 군왕로 17 (풍향동', ' 교대금호어울림)",062-512-2616,관리사무소내,126.928294659205,35.1632834426047
2504,남구,행암동,브라운스톤효천아파트,"광주광역시 남구 효우2로 89 (행암동', ' 브라운스톤 효천)",062-681-2800,관리사무소,126.883870367928,35.0980699755665
2505,서구,금호동,금부마을호반리젠시빌3차,광주광역시 서구 금화로149번길 11,062-375-7725,정문 경비실,126.862859716748,35.1339730276807
2506,서구,화정동,화정삼익맨션아파트,광주광역시 서구 죽봉대로 31,062-369-0057,관리사무소,126.881836225646,35.1564164483371
2507,서구,동천동,동천마을3단지휴먼시아,광주광역시 서구 동천로18번길 19,062-513-3389,관리사무소,126.860803130279,35.1716421149179
2508,남구,백운동,힐스테이트백운아파트,광주광역시 남구 회재로1293번길 7,062-671-9981,정문 경비실,126.900631750911,35.1366569159761
2509,광산구,장록동,한국그런포스펌프,광주광역시 광산구 평동산단1번로 140 한국그런포스펌프,062-602-8445,1층 출입구,126.771287127907,35.1362124197961
2510,서구,동천동,동천우미린아파트,광주광역시 서구 하남대로710번길 20,062-528-1317,관리사무소 1층,126.867162942469,35.1695416123162
2511,서구,치평동,금호쌍용아파트,광주광역시 서구 치평로 35,062-382-4433,관리사무소,126.844851116958,35.1512632134999
2512,남구,월산동,월산건강생활지원센터,광주광역시 남구 중앙로 12 1층 건강관리실 앞,062-607-6152,월산건강생활지원센터 1층 건강관리실 앞,126.89992155789,35.1445848925518
2513,서구,쌍촌동,쌍촌현대아파트,광주광역시 서구 내방로240번길 10,062-375-3172,3초소 경비실,126.866938872623,35.1566874554903
2514,남구,덕남동,광주시립제2요양병원,광주광역시 남구 덕남길 100 (덕남동),062-612-9800,병원 1층 로비,126.897649469532,35.0938826429465
2515,서구,풍암동,풍암신암마을부영2차,광주광역시 서구 풍암1로 42,062-682-0828,관리사무소,126.878733568663,35.1230171101641
2516,서구,풍암동,신안마을새한센시빌,광주광역시 서구 풍암순환로 54,062-682-5051,정문 상황실 입구,126.877068722259,35.1207029821787
2517,서구,유촌동,유촌버들주공2단지,광주광역시 서구 상무버들로 15,062-373-6959,관리사무소,126.860692131007,35.1641226822641
2518,서구,치평동,광주광역시청,광주광역시 서구 내방로 111 (치평동),062-613-5538,시청 18층 건강관리실,126.851461925213,35.1600994105234
2519,서구,금호동,금호종원팰리스빌,광주광역시 서구 화개1로 59-2,062-682-8225,정문 경비실,126.853647454996,35.1313263981294
2520,서구,치평동,상무1차우미,광주광역시 서구 상무공원로 33,062-372-9674,관리사무소,126.842813397807,35.1470795381941
2521,서구,풍암동,풍암동주은모아,광주광역시 서구 풍암2로 36,062-681-2326,2 경비실,126.880611979919,35.1235447407777
2522,서구,동천동,동천호반베르디움,광주광역시 서구 하남대로680번길 10,062-513-3154,정문 경비실,126.86517798761,35.1707287603721
2523,서구,풍암동,삼능남양아파트,광주광역시 서구 풍암순환로 86,062-681-7886,관리사무소,126.879856325162,35.1207694135902
2524,서구,풍암동,풍암호반아파트,광주광역시 서구 풍암순환로 14 호반아파트 관리사무소,062-681-1530,중앙경비실,126.875067923609,35.1241573990004
2525,서구,금호동,금호동대주파크빌1단지,광주광역시 서구 화개1로24번길 9,062-681-4830,관리사무소,126.857160256448,35.1281573399903
2526,서구,광천동,광천동e편한세상,광주광역시 서구 화운로 278,062-367-1300,통합경비실,126.877576244102,35.162165052796
2527,서구,금호동,금호호반5차,광주광역시 서구 화개1로78번길 8,062-681-1472,508동 앞 정문 경비실,126.855584484495,35.1306733406922
2528,서구,금호동,금호마재마을부영1차,광주광역시 서구 화개1로24번길 10,062-682-0818,중문 경비실,126.856859188718,35.1259064601722
2529,광산구,도산동,금강2차아파트,광주광역시 광산구 송도로182번길 15-12,062-945-5082,현관 입구,126.795648960883,35.1304558655572
2530,광산구,도산동,카이스트빌1차,광주광역시 광산구 송도로182번길 15-11,062-945-5082,관리동 앞,126.795146443208,35.1309863701512
2531,광산구,흑석동,장자울마을휴먼시아5단지,광주광역시 광산구 풍영로145번길 42,062-951-0937,관리동,126.811193587013,35.1852371526887
2532,광산구,신촌동,신촌대주파크빌,광주광역시 광산구 사암로 24,062-945-8261,관리동,126.807817028692,35.1455504962782
2533,광산구,운남동,운남주공1단지,광주광역시 광산구 목련로273번길 76,062-952-0571,관리사무소,126.827632695311,35.1782230725287
2534,광산구,도산동,삼라미주아파트,광주광역시 광산구 남동길 15,062-942-4312,관리사무소,126.788054386676,35.1283987135317
2535,광산구,신가동,광주신가주공,광주광역시 광산구 수등로 204,062-961-2122,관리사무소,126.830735470528,35.1848340204602
2536,광산구,신가동,아름마을휴먼시아1단지,광주광역시 광산구 수등로123번길 70,062-962-6776,관리사무소,126.824472885851,35.1865813954091
2537,광산구,산정동,하남2지구중흥S클래스,광주광역시 광산구 목련로21번길 20,062-956-3788,클래시안센터 로비,126.800365549558,35.1756325292956
2538,광산구,장덕동,고실마을휴먼시아8단지,광주광역시 광산구 풍영로330번길 15,062-959-3538,관리동 1층,126.815701098364,35.2020414404678
2539,광산구,흑석동,장자울마을휴먼시아4단지,광주광역시 광산구 풍영로145번길 43,062-951-0180,관리사무소 입구,126.810786210466,35.1840279811007
2540,서구,금호동,마재중흥아파트,광주광역시 서구 마재로 21,062-681-4377,2초소 경비실,126.861414116363,35.1322304010863
2541,서구,쌍촌동,쌍촌우미아트빌,광주광역시 서구 상무민주로 120,062-384-0214,관리사무소,126.860273292858,35.1614817608753
2542,서구,치평동,상무중흥2단지,광주광역시 서구 치평로 77,062-372-4793,관리사무소,126.844853969941,35.153691660294
2543,서구,치평동,치평동해광한신,광주광역시 서구 상무공원로 114,062-381-5123,1초소 경비실,126.843689848249,35.1549631538893
2544,서구,금호동,금호동호반2차,광주광역시 서구 화개1로 33,062-682-2100,정문 경비실,126.854639877316,35.12588344808
2545,서구,동천동,동천마을2단지휴먼시아,광주광역시 서구 동천로 11 관리사무소,062-514-2910,관리사무소,126.857549142301,35.1700641119586
2546,서구,치평동,치평동라인동산,광주광역시 서구 상무평화로 64,062-376-1174,105동 경비초소,126.84473238229,35.1477337860085
2547,서구,풍암동,풍암중흥2차아파트,광주광역시 서구 풍암순환로 10 풍암 중흥2차아파트,062-681-2325,풍암 중흥2차아파트 관리사무소,126.873996649089,35.1249896012624
2548,광산구,신가동,수완중흥1차아파트,광주광역시 광산구 수등로76번길 74 수완1단지 중흥에스클래스,9591221,관리사무소,126.816296831001,35.1800441839555
2549,남구,행암동,효천LH천년나무6단지아파트,광주광역시 남구 효우2로 90,062-655-1804,관리사무소내,126.88300140273,35.0983888554692
2550,광산구,선암동,선운다사로움,광주광역시 광산구 선운로 34,062-943-1995,경비실,126.773465181777,35.1491592265723
2551,광산구,선암동,선운이지더원3단지,광주광역시 광산구 선운로 55 이지더원3단지,062-946-6481,정문입구 경비실,126.774271315118,35.1500857955509
2552,광산구,하남동,홈플러스하남점,광주광역시 광산구 용아로 390 홈플러스하남점,062-616-8000,고객만족센터,126.805383538059,35.1779680851717
2553,서구,동천동,동천마을1단지아파트,광주광역시 서구 동천로 25 관리사무소,062-531-2300,동천마을1단지아파트 관리사무소,126.857980795772,35.1715590688379
2554,광산구,고룡동,광주소년원,광주광역시 광산구 고룡동 795-10,062-952-3642,생활관,126.767698652085,35.2114764938855
2556,서구,치평동,상무2차라인대주아파트,광주광역시 서구 치평로 15 관리사무소,062-381-7882,상무2차 라인대주아파트 관리사무소,126.846535128926,35.1487666078161
2557,서구,치평동,금호대우아파트,광주광역시 서구 치평로 107 관리사무소,062-446-8742,금호대우아파트 관리사무소,126.844682142303,35.1567895920827
2558,서구,유촌동,상무버들마을주공1단지아파트,광주광역시 서구 상무버들로40번길 14 관리사무소,062-373-0153,상무버들마들주공1단지아파트 관리사무소,126.86123111371,35.1650638679745
2559,서구,풍암동,풍암금호타운1차아파트,광주광역시 서구 풍암중앙로 68 관리사무소,062-655-1166,풍암금호타운1차아파트 관리사무소,126.882198841617,35.1257259724705
2560,서구,쌍촌동,광명하이츠타운,광주광역시 서구 내방로251번길 10 관리사무소,062-374-5490,관리사무소,126.866147953066,35.1594597958169
2561,광산구,월계동,첨단금호타운,광주광역시 광산구 첨단중앙로181번길 42-5,062-971-9201,정문경비실,126.835917323389,35.2212703729256
2562,광산구,운남동,운남우방아이유쉘아파트,광주광역시 광산구 임방울대로 154-24,062-942-2888,정문경비실,126.818848933315,35.1748201657368
2563,광산구,산월동,첨단리젠시빌3-2,광주광역시 광산구 첨단중앙로68번길 100,062-453-0335,정문초소,126.848919438494,35.2110940178489
2564,광산구,월곡동,한성1차아파트,광주광역시 광산구 월곡산정로 108,062-951-7958,정문 경비실,126.81530942013,35.1655359861519
2565,광산구,월곡동,한성2차아파트,광주광역시 광산구 월곡산정로 96-21,062-952-6448,관리사무소,126.813113555765,35.1643952859799
2566,광산구,도천동,중흥파크멘션2단지,광주광역시 광산구 비아로62번길 12,062-953-2399,관리사무소,126.819414825271,35.2198745774554
2567,광산구,월계동,첨단두산1차,광주광역시 광산구 월계로 117-21,062-973-1777,관리사무소,126.838129347507,35.2153685185787
2568,광산구,월계동,첨단선경아파트,광주광역시 광산구 첨단중앙로181번길 42-25,062-971-5873,관리사무소,126.83403219168,35.2214102164062
2569,광산구,소촌동,소촌모아1차아파트,광주광역시 광산구 소촌로86번길 17,062-945-9799,관리사무소,126.794592670218,35.1523997729631
2570,광산구,산정동,부영애시앙1차,광주광역시 광산구 목련로 42,062-953-1311,관리사무소,126.802197351514,35.1723960619306
2571,광산구,신가동,아름마을휴먼시아1단지,광주광역시 광산구 수등로123번길 70,062-962-6776,관리사무소,126.824472885851,35.1865813954091
2572,광산구,신가동,신가도시공사,광주광역시 광산구 수등로258번길 13,062-452-1212,관리사무소,126.837544702089,35.1828360278774
2573,북구,양산동,GS그린자이2차아파트,광주광역시 북구 양산택지로34번길 22 정문경비실,062-572-5070,정문경비실,126.882524209696,35.2094036658721
2574,북구,신용동,첨단2중흥S클레스아파트,광주광역시 북구 첨단연신로 217 관리동,062-575-0104,관리동,126.859245970738,35.2103057025188
2575,북구,용봉동,용봉한화꿈에그린아파트,광주광역시 북구 용주로30번길 60 관리사무소,062-513-2800,관리사무소,126.904137269963,35.1802572339385
2576,북구,문흥동,중흥2차아파트,광주광역시 북구 문산로 30 관리동,062-268-0038,관리동,126.922620825105,35.1840576800583
2577,북구,삼각동,일곡엘리체프라임아파트,광주광역시 북구 설죽로 419 관리동,062-571-0035,관리동,126.898795598138,35.1968153751512
2578,북구,연제동,연제1차대주피오레아파트,광주광역시 북구 양일로 70 관리동,062-575-3056,관리동,126.871386136206,35.1967824263501
2579,북구,양산동,양산호반리젠시빌2차아파트,광주광역시 북구 양산로71번길 33 관리동,062-575-3737,관리동,126.882010212615,35.212151927388
2580,북구,문흥동,문흥현대아파트,광주광역시 북구 대천로 195 관리동,062-263-0099,문흥현대아파트 관리동,126.924348877942,35.191559128869
2581,광산구,송정동,송광중학교,광주광역시 광산구 송정로 74 송광중학교,062-949-6466,중앙현관 엘리베이터 앞,126.797949147736,35.1334029391088
2582,동구,계림동,홈플러스광주계림점,광주광역시 동구 무등로 314,062-530-8126,1층 고객선테 앞,126.916639741922,35.1614388338932
2583,서구,쌍촌동,쌍촌일신아파트,광주광역시 서구 월드컵4강로 137 쌍촌 일신아파트,062-381-9918,제3초소 경비실(105동 경비실),126.867263813334,35.147857819229
2584,광산구,수완동,수완현진에버빌1단지,광주광역시 광산구 장덕로 138,062-953-1168,관리사무소 2층,126.823252701773,35.196138925575
2585,광산구,장덕동,수완현진2차아파트,광주광역시 광산구 풍영로169번길 46,062-953-3027,휘트니센터 옆 기둥,126.810880667747,35.1885607677753
2586,광산구,소촌동,어룡초등학교,"광주광역시 광산구 소촌로 122', ' 어룡초등학교 (소촌동)",062-949-2604,2층 강당 입구,126.793432011503,35.1551258516602
2587,동구,지산동,행복나래요양원,광주광역시 동구 지산2동 309-16,062-223-0134,1층 생활관 복도,126.939089346354,35.1500915480894
2588,서구,세하동,서창보건진료소,광주광역시 서구 눌재로 412,062-350-4480,1층,126.830290559787,35.1144997489722
2589,광산구,우산동,어등하이빌아파트,광주광역시 광산구 사암로215번길 16 어등하이빌,062-952-3015,101동 1문 경비실,126.808193727462,35.1641280958171
2590,광산구,산월동,첨단부영2차아파트,광주광역시 광산구 첨단중앙로68번길 22 첨단부영2차아파트,062-971-7783,첨단부영2차아파트 2경비실 내부,126.84363135857,35.2111323714679
2591,광산구,신가동,신창부영7차아파트관리사무소,광주광역시 광산구 신창로35번길 54 (신가동) 신창7차부영사랑으로아파트,062-962-8599,경비실,126.833221256384,35.1901446427264
2592,동구,학동,전남대학교병원,광주광역시 동구 제봉로 42 (학동),062-220-6019,응급의료센타 1층 당직실,126.921984240113,35.1420141967739
2593,광산구,옥동,광주도시철도공사옥동기지,광주광역시 광산구 연산로 288,062-604-8000,옥동기지 1층 복도,126.76095548191,35.1213973512976
2597,서구,마륵동,광주광역시도시철도공사본사,"광주광역시 서구 상무대로 760', ' 광주광역시도시철도공사 (마륵동)",062-604-8000,광주광역시도시철도공사 본사 1층,126.847766048602,35.1454973036399
2598,광산구,송정동,광주도시철도공사광주송정역,광주광역시 광산구 상무대로 201,062-604-8000,매표소근처대합실,126.79066201909,35.1372122528195
